# 气象站 北京, 中国, WMO_ID=54511，选择从 01.01.2022 至 21.07.2022, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=54511&lang=cn
#
"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.04.2022 23:00";"6.6";"763.9";"767.0";"0.1";"34";"从西南偏南方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"6.6";"13.6";"";"";"2500或更高，或无云。";"";"";"26.0";"-8.1";"无降水";"12";"";"";"";"";
"06.04.2022 20:00";"9.7";"763.8";"766.9";"0.6";"28";"从南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"15.2";"";"";"2500或更高，或无云。";"";"";"28.0";"-7.9";"无降水";"12";"";"";"";"";
"06.04.2022 17:00";"13.1";"763.2";"766.3";"-2.2";"22";"从南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"";"";"";"2500或更高，或无云。";"";"";"26.0";"-8.1";"无降水";"12";"";"";"";"";
"06.04.2022 14:00";"13.2";"765.4";"768.6";"-2.4";"21";"从南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"";"";"";"2500或更高，或无云。";"";"";"27.0";"-8.6";"无降水";"12";"";"";"";"";
"06.04.2022 11:00";"11.4";"767.8";"771.0";"-0.6";"23";"从东南方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"";"";"";"2000-2500";"";"";"27.0";"-9.0";"无降水";"12";"";"";"";"";
"06.04.2022 08:00";"8.6";"768.4";"771.5";"1.7";"31";"从东南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"25.1";"";"";"2000-2500";"";"";"21.0";"-7.6";"无降水";"12";"";"";"";"";
"06.04.2022 05:00";"9.4";"766.7";"769.8";"0.7";"32";"从东南偏南方向吹来的风";"2";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.4";"25.1";"";"";"2000-2500";"";"";"24.0";"-6.5";"无降水";"12";"";"";"";"";
"06.04.2022 02:00";"10.3";"766.0";"769.0";"";"34";"从东南偏南方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"25.1";"";"";"2500或更高，或无云。";"";"";"23.0";"-4.9";"无降水";"12";"";"";"";"";
"05.04.2022 20:00";"15.2";"762.4";"765.4";"3.3";"41";"从东南偏东方向吹来的风";"5";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"25.1";"";"";"2500或更高，或无云。";"";"";"9.0";"2.0";"无降水";"12";"";"";"";"";
"05.04.2022 17:00";"24.4";"759.1";"762.2";"-0.6";"13";"从东北方吹来的风";"4";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"25.1";"";"";"2500或更高，或无云。";"";"";"19.0";"-5.8";"无降水";"12";"";"";"";"";
"05.04.2022 14:00";"24.4";"759.7";"762.7";"-0.8";"14";"从东北偏北方向吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"24.5";"";"";"2500或更高，或无云。";"";"";"16.0";"-4.8";"无降水";"12";"";"";"";"";
"05.04.2022 11:00";"21.7";"760.5";"763.5";"0.7";"22";"从东北偏北方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"21.8";"";"";"2500或更高，或无云。";"";"";"10.0";"-0.9";"无降水";"12";"";"";"";"";
"05.04.2022 08:00";"15.7";"759.8";"762.9";"1.4";"58";"从东北偏东方向吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"21.8";"";"";"2500或更高，或无云。";"";"";"4.4";"7.5";"无降水";"12";"";"";"";"";
"05.04.2022 05:00";"10.9";"758.4";"761.5";"0.1";"77";"从东北偏东方向吹来的风";"1";"";"6";"";"霾 ";"";"";"8.9";"21.8";"";"";"2500或更高，或无云。";"";"";"3.7";"7.0";"无降水";"12";"";"";"";"";
"05.04.2022 02:00";"14.0";"758.3";"761.4";"-0.2";"66";"从西南偏南方向吹来的风";"1";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.0";"21.8";"";"";"2500或更高，或无云。";"";"";"5.0";"7.8";"无降水";"12";"";"";"";"";
"04.04.2022 23:00";"15.4";"758.5";"761.5";"-0.2";"57";"从西南方吹来的风";"1";"";"8";"";"霾 ";"";"";"8.0";"21.8";"";"";"2500或更高，或无云。";"";"";"6.0";"6.9";"无降水";"12";"";"";"";"";
"04.04.2022 20:00";"18.5";"758.7";"761.8";"0.2";"46";"从西南偏南方向吹来的风";"2";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.0";"21.8";"";"";"2500或更高，或无云。";"";"";"6.0";"6.7";"无降水";"12";"";"";"";"";
"04.04.2022 17:00";"21.4";"758.5";"761.5";"-1.6";"35";"从西南偏南方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.0";"21.8";"";"";"2500或更高，或无云。";"";"";"7.0";"5.3";"无降水";"12";"";"";"";"";
"04.04.2022 14:00";"20.6";"760.1";"763.2";"-2.8";"38";"从南方吹来的风";"2";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.0";"22.0";"";"";"2500或更高，或无云。";"";"";"6.0";"5.8";"无降水";"12";"";"";"";"";
"04.04.2022 11:00";"16.8";"762.9";"766.0";"-0.4";"49";"从西南方吹来的风";"3";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.0";"22.0";"";"";"2500或更高，或无云。";"";"";"6.0";"6.0";"无降水";"12";"";"";"";"";
"04.04.2022 08:00";"11.7";"763.3";"766.3";"0.5";"58";"从南方吹来的风";"1";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.0";"22.0";"";"";"2500或更高，或无云。";"";"";"6.0";"3.7";"无降水";"12";"";"";"";"";
"04.04.2022 05:00";"9.1";"762.8";"765.9";"-0.4";"63";"从南方吹来的风";"2";"";"8";"";"霾 ";"";"";"5.3";"22.0";"";"";"2500或更高，或无云。";"";"";"6.0";"2.4";"无降水";"12";"";"";"";"";
"04.04.2022 02:00";"11.1";"763.2";"766.3";"-0.5";"47";"从西南偏南方向吹来的风";"2";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"22.0";"";"";"2500或更高，或无云。";"";"";"9.0";"0.2";"无降水";"12";"";"";"";"";
"03.04.2022 23:00";"13.9";"763.7";"766.8";"0.7";"33";"从西南偏南方向吹来的风";"1";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"5.3";"22.0";"";"";"2500或更高，或无云。";"";"";"13.0";"-2.1";"无降水";"12";"";"";"";"";
"03.04.2022 20:00";"16.8";"763.0";"766.0";"1.0";"24";"从西南偏南方向吹来的风";"2";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"22.0";"";"";"2500或更高，或无云。";"";"";"17.0";"-3.9";"无降水";"12";"";"";"";"";
"03.04.2022 17:00";"20.8";"762.0";"765.1";"-1.3";"16";"从西南方吹来的风";"5";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"22.0";"";"";"2500或更高，或无云。";"";"";"19.0";"-5.9";"无降水";"12";"";"";"";"";
"03.04.2022 14:00";"21.7";"763.3";"766.3";"-2.1";"13";"从西南方吹来的风";"6";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"21.7";"";"";"2500或更高，或无云。";"";"";"20.0";"-7.9";"无降水";"12";"";"";"";"";
"03.04.2022 11:00";"19.3";"765.4";"768.4";"-0.5";"17";"从西南方吹来的风";"6";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"19.8";"";"";"2500或更高，或无云。";"";"";"20.0";"-6.3";"无降水";"12";"";"";"";"";
"03.04.2022 08:00";"11.1";"765.9";"769.0";"0.8";"31";"从西南偏南方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"19.8";"";"";"2500或更高，或无云。";"";"";"18.0";"-5.4";"无降水";"12";"";"";"";"";
"03.04.2022 05:00";"6.1";"765.1";"768.3";"-0.6";"43";"从南方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"4.1";"19.8";"";"";"2500或更高，或无云。";"";"";"13.0";"-5.8";"无降水";"12";"";"";"";"";
"03.04.2022 02:00";"10.2";"765.7";"768.8";"-0.6";"28";"从西南偏南方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"4.1";"19.8";"";"";"2500或更高，或无云。";"";"";"17.0";"-7.5";"无降水";"12";"";"";"";"";
"02.04.2022 23:00";"11.4";"766.3";"769.4";"0.3";"22";"从西南偏南方向吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"4.1";"19.8";"";"";"2500或更高，或无云。";"";"";"19.0";"-9.6";"无降水";"12";"";"";"";"";
"02.04.2022 20:00";"15.0";"766.0";"769.1";"0.7";"16";"从西南方吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"4.1";"19.8";"";"";"2500或更高，或无云。";"";"";"27.0";"-10.6";"无降水";"12";"";"";"";"";
"02.04.2022 17:00";"19.2";"765.3";"768.4";"";"11";"从东北偏东方向吹来的风";"2";"";"9";"";" ";"";"";"4.1";"19.8";"";"";"";"";"";"30.0";"-12.0";"无降水";"6";"";"";"";"";
"02.04.2022 14:00";"18.1";"767.0";"770.2";"";"12";"从东北方吹来的风";"3";"";"9";"";" ";"";"";"4.1";"18.4";"";"";"";"";"";"30.0";"-11.7";"无降水";"6";"";"";"";"";
"02.04.2022 11:00";"15.9";"768.9";"772.0";"0.0";"15";"从东北偏北方向吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"4.1";"16.0";"";"";"2500或更高，或无云。";"";"";"30.0";"-10.7";"无降水";"12";"";"";"";"";
"02.04.2022 08:00";"11.6";"768.9";"772.0";"1.1";"36";"从北方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"4.1";"15.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-3.0";"无降水";"12";"";"";"";"";
"02.04.2022 05:00";"6.0";"767.8";"771.0";"-0.3";"60";"从东北偏东方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.2";"15.6";"";"";"2500或更高，或无云。";"";"";"11.0";"-1.2";"无降水";"12";"";"";"";"";
"02.04.2022 02:00";"6.8";"768.1";"771.3";"0.1";"53";"从东北方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"15.6";"";"";"2500或更高，或无云。";"";"";"10.0";"-2.1";"无降水";"12";"";"";"";"";
"01.04.2022 23:00";"9.9";"768.0";"771.1";"-0.4";"39";"从西南偏西方向吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"15.6";"";"";"2500或更高，或无云。";"";"";"15.0";"-3.4";"无降水";"12";"";"";"";"";
"01.04.2022 20:00";"12.7";"768.4";"771.5";"0.9";"31";"从西南偏南方向吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"15.6";"";"";"2500或更高，或无云。";"";"";"14.0";"-4.0";"无降水";"12";"";"";"";"";
"01.04.2022 17:00";"14.1";"767.5";"770.7";"-1.9";"21";"从西南方吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"15.6";"";"";"2500或更高，或无云。";"";"";"23.0";"-7.9";"无降水";"12";"";"";"";"";
"01.04.2022 14:00";"15.5";"769.4";"772.6";"-3.4";"16";"从西南偏南方向吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"15.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-10.2";"无降水";"12";"";"";"";"";
"01.04.2022 11:00";"13.3";"772.8";"775.9";"-1.3";"18";"从南方吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"15.0";"";"";"2500或更高，或无云。";"";"";"30.0";"-10.5";"无降水";"12";"";"";"";"";
"01.04.2022 08:00";"7.7";"774.1";"777.3";"0.4";"33";"从东北偏东方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"15.0";"";"";"2500或更高，或无云。";"";"";"23.0";"-7.6";"无降水";"12";"";"";"";"";
"01.04.2022 05:00";"1.2";"773.7";"776.9";"-0.4";"50";"从东北偏东方向吹来的风";"1";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.8";"15.0";"";"";"2500或更高，或无云。";"";"";"18.0";"-8.1";"无降水";"12";"";"";"";"";
"01.04.2022 02:00";"3.7";"774.1";"777.4";"-0.2";"39";"从东方吹来的风";"1";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.3";"15.0";"";"";"2500或更高，或无云。";"";"";"13.0";"-9.0";"无降水";"12";"";"";"";"";
"31.03.2022 23:00";"6.5";"774.3";"777.4";"0.9";"32";"从东方吹来的风";"1";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"1.3";"15.0";"";"";"2500或更高，或无云。";"";"";"24.0";"-9.0";"无降水";"12";"";"";"";"";
"31.03.2022 20:00";"11.6";"773.4";"776.5";"1.6";"17";"从北方吹来的风";"2";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.3";"15.0";"";"";"2500或更高，或无云。";"";"";"30.0";"-12.6";"无降水";"12";"";"";"";"";
"31.03.2022 17:00";"13.5";"771.8";"775.0";"-0.2";"15";"从东北偏北方向吹来的风";"5";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.3";"15.0";"";"";"2500或更高，或无云。";"";"";"30.0";"-12.6";"无降水";"12";"";"";"";"";
"31.03.2022 14:00";"14.2";"772.0";"775.2";"-0.9";"14";"从北方吹来的风";"6";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.3";"14.5";"";"";"2500或更高，或无云。";"";"";"30.0";"-12.9";"无降水";"12";"";"";"";"";
"31.03.2022 11:00";"12.8";"772.9";"776.1";"1.5";"23";"从西北偏北方向吹来的风";"6";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.3";"13.4";"";"";"2500或更高，或无云。";"";"";"30.0";"-7.8";"无降水";"12";"";"";"";"";
"31.03.2022 08:00";"7.3";"771.4";"774.6";"1.2";"79";"从西北方吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.3";"10.9";"";"";"2500或更高，或无云。";"";"";"7.0";"3.9";"无降水";"12";"";"";"";"";
"31.03.2022 05:00";"1.6";"770.2";"773.5";"-0.1";"93";"从西南偏南方向吹来的风";"1";"";"5";"";"薄雾 ";"";"";"1.6";"10.9";"";"";"2500或更高，或无云。";"";"";"4.1";"0.6";"无降水";"12";"";"";"";"";
"31.03.2022 02:00";"2.7";"770.3";"773.5";"0.1";"88";"从北方吹来的风";"0";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.7";"10.9";"";"";"2500或更高，或无云。";"";"";"8.0";"0.9";"无降水";"12";"";"";"";"";
"30.03.2022 23:00";"5.7";"770.2";"773.4";"1.5";"76";"从东方吹来的风";"1";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"5.7";"10.9";"";"";"2500或更高，或无云。";"";"";"14.0";"1.8";"无降水";"12";"";"";"";"";
"30.03.2022 20:00";"8.0";"768.7";"771.9";"2.5";"66";"从东北偏北方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.2";"10.9";"";"";"1500-2000";"";"";"19.0";"2.0";"无降水";"12";"";"";"";"";
"30.03.2022 17:00";"9.8";"766.2";"769.3";"0.4";"64";"从东北方吹来的风";"3";"";"5";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.2";"10.9";"";"";"1000-1500";"";"";"17.0";"3.3";"无降水";"12";"";"";"";"";
"30.03.2022 14:00";"10.5";"765.8";"769.0";"-0.8";"59";"从东北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.2";"12.4";"";"";"1500-2000";"";"";"20.0";"2.8";"无降水";"12";"";"";"";"";
"30.03.2022 11:00";"9.8";"766.6";"769.8";"0.6";"65";"从东北方吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.2";"12.7";"";"";"1000-1500";"";"";"18.0";"3.5";"无降水";"12";"";"";"";"";
"30.03.2022 08:00";"8.8";"766.0";"769.1";"2.7";"56";"从东北方吹来的风";"1";"";"4";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.2";"";"";"";"1500-2000";"";"";"30.0";"0.3";"无降水";"12";"";"";"";"";
"30.03.2022 05:00";"8.4";"763.3";"766.4";"0.3";"80";"从西北偏西方向吹来的风";"1";"";"4";"";"霾 ";"";"";"7.2";"12.7";"";"";"600-1000";"";"";"7.0";"5.2";"无降水";"12";"";"";"";"";
"30.03.2022 02:00";"8.9";"763.0";"766.1";"0.9";"80";"从东北偏东方向吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.2";"12.7";"";"";"2500或更高，或无云。";"";"";"5.0";"5.6";"0.9";"12";"";"";"";"";
"29.03.2022 23:00";"7.5";"762.1";"765.2";"1.8";"91";"从东北偏东方向吹来的风";"2";"";"";"";"薄雾 ";"";"";"7.2";"13.0";"";"";"2500或更高，或无云。";"";"";"3.0";"6.1";"0.9";"12";"";"";"";"";
"29.03.2022 20:00";"8.9";"760.3";"763.4";"2.1";"87";"从东北偏东方向吹来的风";"1";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.9";"14.5";"";"";"2500或更高，或无云。";"";"";"4.0";"6.9";"0.9";"12";"";"";"";"";
"29.03.2022 17:00";"9.7";"758.2";"761.2";"0.3";"87";"从东方吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.7";"";"";"";"2000-2500";"";"";"4.3";"7.6";"0.9";"12";"";"";"";"";
"29.03.2022 14:00";"12.3";"757.9";"761.0";"-0.3";"60";"从东北偏东方向吹来的风";"2";"";"8";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.4";"";"";"";"600-1000";"";"";"7.0";"4.8";"无降水";"12";"";"";"";"";
"29.03.2022 11:00";"12.0";"758.2";"761.2";"0.3";"61";"从西南偏南方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.4";"";"";"";"600-1000";"";"";"9.0";"4.7";"无降水";"12";"";"";"";"";
"29.03.2022 08:00";"11.6";"757.9";"761.0";"0.5";"58";"从南方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.7";"18.0";"";"";"600-1000";"";"";"12.0";"3.6";"无降水";"12";"";"";"";"";
"29.03.2022 05:00";"11.5";"757.4";"760.5";"-1.4";"51";"从南方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"5.7";"18.0";"";"";"600-1000";"";"";"16.0";"1.7";"无降水";"12";"";"";"";"";
"29.03.2022 02:00";"12.2";"758.8";"761.9";"-1.1";"45";"从西南偏南方向吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.6";"18.0";"";"";"1500-2000";"";"";"17.0";"0.6";"无降水";"12";"";"";"";"";
"28.03.2022 23:00";"13.0";"759.9";"763.0";"0.5";"44";"从南方吹来的风";"4";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"5.6";"18.0";"";"";"1500-2000";"";"";"14.0";"1.0";"无降水";"12";"";"";"";"";
"28.03.2022 20:00";"14.5";"759.4";"762.4";"0.3";"38";"从南方吹来的风";"4";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.6";"18.0";"";"";"2500或更高，或无云。";"";"";"13.0";"0.4";"无降水";"12";"";"";"";"";
"28.03.2022 17:00";"17.1";"759.1";"762.2";"-1.0";"24";"从西南方吹来的风";"4";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.6";"18.0";"";"";"2500或更高，或无云。";"";"";"16.0";"-3.6";"无降水";"12";"";"";"";"";
"28.03.2022 14:00";"17.6";"760.1";"763.2";"-2.6";"20";"从西南偏南方向吹来的风";"6";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.6";"17.7";"";"";"2500或更高，或无云。";"";"";"18.0";"-5.6";"无降水";"12";"";"";"";"";
"28.03.2022 11:00";"14.6";"762.7";"765.7";"-0.6";"21";"从西南偏南方向吹来的风";"5";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.6";"16.3";"";"";"2500或更高，或无云。";"";"";"27.0";"-7.5";"无降水";"12";"";"";"";"";
"28.03.2022 08:00";"7.7";"763.3";"766.4";"0.9";"38";"从西南偏南方向吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.6";"16.3";"";"";"2500或更高，或无云。";"";"";"20.0";"-5.7";"无降水";"12";"";"";"";"";
"28.03.2022 05:00";"5.6";"762.4";"765.5";"0.0";"38";"从西南偏南方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.8";"16.3";"";"";"2500或更高，或无云。";"";"";"21.0";"-7.6";"无降水";"12";"";"";"";"";
"28.03.2022 02:00";"7.9";"762.4";"765.5";"-0.3";"27";"从南方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"16.3";"";"";"2500或更高，或无云。";"";"";"23.0";"-9.9";"无降水";"12";"";"";"";"";
"27.03.2022 23:00";"9.6";"762.7";"765.8";"0.6";"19";"从西南方吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.8";"16.3";"";"";"2500或更高，或无云。";"";"";"25.0";"-12.9";"无降水";"12";"";"";"";"";
"27.03.2022 20:00";"11.6";"762.1";"765.2";"1.3";"15";"从西南方吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"16.3";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.2";"无降水";"12";"";"";"";"";
"27.03.2022 17:00";"15.4";"760.8";"763.9";"-1.4";"9";"从西南方吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"18.5";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.3";"无降水";"12";"";"";"";"";
